,0
105,0.8514888887702519
106,0.45406974480188633
107,0.060475766763083263
108,0.3624228747277799
109,0.1932139556176958
110,0.40041208560119945
111,0.5151660108753274
112,0.925531270543321
113,0.060328645097181624
114,0.28261593799813894
115,0.18175435203158896
116,0.05981653356191482
117,0.13075154253318666
118,0.12071667740415498
119,0.40589003846380295
120,0.5
121,0.6501566326687095
122,0.3090145401186251
123,0.15208822623850693
124,0.6525464899971003
125,0.17943715026827053
126,0.05548632898433412
127,0.9687208879450563
128,0.24811044580612324
129,0.30593969268785715
130,0.5939061951685362
131,0.10524325897060949
132,0.5853486232548515
133,0.03364984016314575
134,0.10768912981698676
135,0.09631276278610898
136,0.15224808111714364
137,0.35709368351055193
138,0.03494480400666891
139,0.6341138556744116
140,0.44532160114910474
141,0.298248109693179
142,0.2481419478117332
143,0.38375003113657685
144,0.06791720430321611
145,0.048092873380818385
146,0.15180978022967634
147,0.1258706180983139
148,0.26662348453842016
149,0.8145774565270524
150,0.10170059577743804
151,0.24320965700813746
152,0.03174573640925998
153,0.07672497084992233
154,0.6842246183609597
155,0.7429310450998067
156,0.2254270391029381
157,0.697110426683758
158,0.9294180013805678
159,0.9502303387586224
160,0.25864746188990684
161,0.20252898528454494
162,0.3455438410343419
163,0.15785060631233083
164,0.8273376246873093
165,0.4243954355712233
166,0.06231331597798377
167,0.07467070165364219
168,0.5109555202401102
169,0.2090607540526148
170,0.24291138932755577
171,0.05300840813196326
172,0.04808039701008419
173,0.7074253610063528
174,0.09396764664575193
175,0.0729685972442745
176,0.37549547056112
177,0.10302253561766143
178,0.2511043301383981
179,0.14855772376235707
180,0.06633048240950891
181,0.2354175168273864
182,0.5917705203047485
183,0.31445727255580197
184,0.04222464016130647
185,0.20553605124012678
186,0.037978246584518226
187,0.49093351553540665
188,0.34918482074734214
189,0.14054511444083256
190,0.5
191,0.7437574496931565
192,0.8180346295970062
193,0.8733587790859618
194,0.8580084560940121
195,0.08796227788629532
196,0.23691682179047932
197,0.5
198,0.16139083551274955
199,0.6256366508608382
200,0.11236855965481557
201,0.31771603821746
202,0.5630884282505847
203,0.14139455559569394
204,0.5
205,0.5639523567770732
206,0.7489262080415988
207,0.13358840705853905
208,0.15838998876003937
209,0.1750360850865312
210,0.055861207277509324
211,0.41648461349885474
212,0.19186163880154292
213,0.0494746451876904
214,0.6317691678455903
215,0.07176049896605348
216,0.5802710501291334
217,0.05257414809719578
218,0.9494842746080208
219,0.035618345686914646
220,0.3164465659784659
221,0.46179966258470423
222,0.3307798374185593
223,0.8220505737159846
224,0.7603431289451906
225,0.18955089297897185
226,0.6412635911552986
227,0.15012255871432562
228,0.09127380216182515
229,0.11296545819282613
230,0.13813094140606647
231,0.13365695055071836
232,0.1286429540947828
233,0.20656707823393658
234,0.24944780542158176
235,0.06656484532445456
236,0.3370360742969854
237,0.9306861821701702
238,0.5889958489093485
239,0.27621349232892
240,0.3385307576053987
241,0.8980124162874604
242,0.16932960706337932
243,0.23448777757160388
244,0.1622192084375771
245,0.04009053501564069
246,0.24117581357657736
247,0.14670739400786803
248,0.2486649561366899
249,0.3070654424875264
250,0.4637005738195912
251,0.7590867240286027
252,0.1694200089918928
253,0.2983478523608521
254,0.9018211128399809
255,0.42127479374118576
256,0.0672943886436067
257,0.8142140775690764
258,0.3512072710676794
259,0.4020857968302208
260,0.3555563217447434
261,0.20945680302021472
262,0.4040516803451539
263,0.13114563682263158
264,0.12927215906179437
265,0.7447630835579521
266,0.052609471187267554
267,0.38157900133280714
268,0.15734634547922893
269,0.05861891941242425
270,0.07463365820137598
271,0.17511083941143618
272,0.2713836235491814
273,0.2389292312509563
274,0.22245186911465054
275,0.3627586377755204
276,0.2772954702618677
277,0.3923690915559465
278,0.11841980824823845
279,0.15380537320141324
280,0.07316495392011223
281,0.9575451114349943
282,0.5969921711901677
283,0.4185877790335175
284,0.10929961668256527
285,0.057964798793833476
286,0.0381746637653395
287,0.8486148523581126
288,0.7547698017876856
289,0.057006792149733816
290,0.08943633176038934
291,0.9347916747005633
292,0.14017545831165756
293,0.7874357091660228
294,0.7393394306392108
295,0.06418803706235315
296,0.10127319291257164
297,0.06715020953809123
298,0.031195553119532503
299,0.11272563424819915
300,0.27067687135791213
301,0.31510250687328867
302,0.3163572916041486
303,0.05011597153935146
304,0.05194404337225267
305,0.18137729667916613
306,0.2044741039882618
307,0.38859133109870075
308,0.5080129710652678
309,0.6974136316366
310,0.09324309577754517
311,0.36142439663544
312,0.15625311233121694
313,0.13817439371874035
314,0.8546487446226991
315,0.22260838566451124
316,0.19741940553059928
317,0.06703260313574234
318,0.08965174787090516
319,0.7547107260045752
320,0.11102029815760807
321,0.1338437384206893
322,0.07704895054551701
323,0.4810387668092939
324,0.3926768838643094
325,0.1767992864531987
326,0.472836208084941
327,0.2764542618578854
328,0.16654235374171295
329,0.6594366186503929
330,0.2280474805406221
331,0.4187158181042564
332,0.8429083680680157
333,0.06557763209314475
334,0.09613123066562852
335,0.5496435313199132
336,0.22660030977978093
337,0.5947557642174348
338,0.05353612677464548
339,0.24120975796984365
340,0.04305110331653878
341,0.11744356196661379
342,0.1940062464895017
343,0.19843094875271464
344,0.6171689359381014
345,0.5275669191122494
346,0.47960093264625636
347,0.23919921305605374
348,0.11734933873590912
349,0.22314645127926797
350,0.9538366511950477
351,0.11088395361379857
352,0.41706187359468716
353,0.32901663630110534
354,0.6814885803171927
355,0.3167191090695861
356,0.8003746717502327
357,0.7864883284935594
358,0.024729291147791013
359,0.15323598082119544
360,0.08430408819325015
361,0.23220058226685575
362,0.1433481116187115
363,0.6890465602890211
364,0.1929669946924303
365,0.12890560631305023
366,0.13531680799109994
367,0.3513702044091227
368,0.2836787246702584
369,0.2024760378762753
370,0.08393970449116374
371,0.29524025320898034
372,0.745284757689179
373,0.08896630875562868
374,0.013344331345078278
375,0.11962977090984862
376,0.055559691534239106
377,0.3020396943129104
378,0.5974318658219483
379,0.16275120407230576
380,0.159069537392117
381,0.6139172025490354
382,0.14269509584298115
383,0.15897898659098175
384,0.3327196330255553
385,0.3176546339298335
386,0.1565097837165007
387,0.885273475840948
388,0.6966512799203735
389,0.7354384330232503
390,0.671632714684927
391,0.43317146591013167
392,0.07297076446598942
393,0.7923286695560045
394,0.33649829112794005
395,0.29277699337156554
396,0.828117463889024
397,0.8227836156020782
398,0.9766771083570293
399,0.04222464016130647
400,0.5961548242085242
401,0.41145110085741204
402,0.2718048905205685
403,0.06052604001558747
404,0.057228663961522194
405,0.15404306422896005
406,0.8332848428008862
407,0.13885538780391285
408,0.15230395487362489
409,0.9667863822800856
410,0.1361176277208519
411,0.3692485674332371
412,0.15329834872729498
413,0.6975540039311867
414,0.06036599596964223
415,0.15670915174916272
416,0.2859679615527121
417,0.2616357050045346
418,0.09809392122197307
419,0.7922543006894961
420,0.46220409741199003
421,0.035973673782521136
422,0.13395768696613944
423,0.3624088396023766
424,0.0719202335689699
425,0.12536067241421564
426,0.824885054539774
427,0.6789678230240513
428,0.16039161523083365
429,0.051183473112391506
430,0.14341594543649616
431,0.21291163791709788
432,0.1006615793752492
433,0.21695354336012299
434,0.4384368921065465
435,0.2810007427436783
436,0.32014450415058204
437,0.015093686168170676
438,0.5695836350897001
439,0.12983459003854672
440,0.33295732829132774
441,0.17606590490721896
442,0.060253966616356826
443,0.13022821718814329
444,0.8501424822594992
445,0.029727962005240346
446,0.6620004520392405
447,0.6011137602128098
448,0.69616865311825
449,0.2793084769816241
